Server Time,Server FPS,RAM [MB],out [Kbps],in [Kbps],Non-G Messages,Guaranteed Messages,BE-NG,BE-G,Player Count
20:59:53,25,3833,25087,1559,2314,21868,0,0,92
20:59:58,27,3829,21319,1524,0,97,0,0,92
21:00:03,27,3825,20918,1082,0,21655,0,0,92
21:00:08,26,3821,22668,1083,0,31817,0,0,92
21:00:13,27,3820,21186,1094,0,56402,0,0,92
21:00:18,27,3822,21464,1158,0,11528,0,0,92
21:00:23,26,3822,21928,1151,0,31518,0,0,92
21:00:28,27,3824,21668,1140,0,10,0,0,92
21:00:33,26,3825,21110,1185,0,15416,0,0,92
21:00:38,28,3827,19046,1096,0,39044,0,0,92
21:00:43,27,3826,20422,1124,0,46,0,0,92
21:00:48,27,3828,23313,1170,0,5808,0,0,92
21:00:53,28,3826,20583,1005,0,14344,0,0,92
21:00:58,28,3826,19570,1157,0,21836,0,0,92
21:01:03,16,3832,46575,1348,0,29108,0,0,92
21:01:08,26,3829,23692,1267,0,13599,0,0,92
21:01:13,27,3832,25023,1342,0,18735,0,0,93
21:01:19,15,3869,70443,1871,4524,141681,0,0,93
21:01:24,9,3872,86132,1997,0,17522,0,0,92
21:01:29,28,3837,31261,1286,0,16731,0,0,92
21:01:34,27,3841,35815,1269,0,0,0,0,92
21:01:39,27,3839,37174,1302,0,13131,0,0,92
21:01:44,28,3841,35541,1313,0,26092,0,0,92
21:01:49,27,3842,34971,1285,0,208524,0,0,92
21:01:54,24,3846,38224,1292,0,33546,0,0,92
21:01:59,27,3836,20846,1268,0,31692,0,0,92
21:02:04,27,3836,19875,1209,0,28190,0,0,92
21:02:09,27,3839,19998,1148,0,23122,0,0,92
21:02:14,26,3840,20528,1189,0,491,0,0,92
21:02:19,27,3841,22281,1220,0,11672,0,0,91
21:02:24,25,3834,24187,1209,0,38072,0,0,91
21:02:29,27,3835,23164,1147,0,11837,0,0,91
21:02:34,27,3834,21017,1117,0,96375,0,0,91
21:02:39,27,3834,20695,1126,0,8,0,0,91
21:02:44,27,3835,21168,1102,0,8184,0,0,91
21:02:50,26,3834,22450,1086,0,820,0,0,91
21:02:55,26,3839,20753,1210,0,11704,0,0,92
21:03:00,28,3838,22128,1192,0,37786,0,0,92
21:03:05,27,3839,26547,1202,0,15168,0,0,92
21:03:10,27,3836,28204,1233,0,9,0,0,92
21:03:15,28,3835,21315,1186,0,17911,0,0,92
21:03:20,29,3835,20576,1203,0,5808,0,0,92
21:03:25,29,3835,19291,1208,0,14090,0,0,92
21:03:30,29,3838,19428,1208,0,17324,0,0,92
21:03:35,28,3844,21221,1126,2288,22705,0,0,92
21:03:40,29,3849,24716,1069,0,7070,0,0,92
21:03:45,25,3863,40705,1292,0,18907,0,0,92
21:03:50,18,3877,64682,1659,2288,148175,0,0,92
21:03:55,12,3894,85155,1885,0,19476,0,0,92
21:04:00,25,3867,41173,1271,0,31314,0,0,92
21:04:05,29,3858,35028,1179,0,0,0,0,92
21:04:10,28,3862,37745,1210,0,19,0,0,92
21:04:15,29,3863,36032,1205,0,11964,0,0,92
21:04:20,27,3860,34603,1206,0,5874,0,0,92
21:04:25,30,3855,18882,1165,0,12598,0,0,92
21:04:30,29,3854,21550,1183,0,5963,0,0,92
21:04:35,30,3855,19341,1178,0,17364,0,0,92
21:04:41,30,3855,19850,1193,0,1288,0,0,92
21:04:46,31,3856,19042,1182,0,5874,0,0,92
21:04:51,30,3856,21294,1172,0,22034,0,0,92
21:04:56,30,3856,18874,1155,0,6813,0,0,92
21:05:01,30,3857,18771,1133,0,6184,0,0,92
21:05:06,30,3860,20765,1191,0,12468,0,0,92
21:05:11,30,3857,18934,1166,0,0,0,0,92
21:05:16,30,3858,19098,1150,0,17674,0,0,92
21:05:21,29,3862,19673,1172,0,5908,0,0,92
21:05:26,31,3863,20361,1140,0,5934,0,0,91
21:05:31,31,3862,20222,1133,0,11837,0,0,91
21:05:36,31,3861,19276,1122,0,46,0,0,91
21:05:41,31,3864,17992,1074,0,15219,0,0,91
21:05:46,31,3866,19271,1119,0,6894,0,0,91
21:05:51,31,3864,21009,1186,0,26814,0,0,92
21:05:56,31,3867,19268,1273,0,0,0,0,92
21:06:01,30,3867,21760,1286,0,40,0,0,92
21:06:06,31,3868,21024,1218,0,11528,0,0,92
21:06:11,30,3866,20240,1105,0,8773,0,0,91
21:06:16,30,3869,18822,1150,0,0,0,0,91
21:06:21,30,3868,18638,1134,0,6289,0,0,92
21:06:26,30,3873,18421,1311,0,0,0,0,92
21:06:31,31,3873,18709,1396,0,6248,0,0,92
21:06:36,29,3876,18331,1368,0,5896,0,0,92
21:06:41,36,3869,17279,1369,0,80,0,0,92
21:06:46,37,3871,16570,1153,0,17827,0,0,92
21:06:51,36,3874,17912,1123,0,0,0,0,92
21:06:57,35,3874,15020,1069,0,73247,0,0,92
21:07:02,36,3875,18962,1110,0,6978,0,0,92
21:07:07,32,3890,33301,1333,0,5963,0,0,92
21:07:12,22,3906,60115,1571,0,6017,0,0,92
21:07:17,18,3912,73067,1724,0,0,0,0,92
21:07:22,35,3884,22028,1158,0,44,0,0,92
21:07:27,36,3887,23658,1117,0,15268,0,0,92
21:07:32,36,3892,28225,1093,0,12034,0,0,92
21:07:37,35,3894,30010,1106,0,5895,0,0,92
21:07:42,35,3892,28402,1129,0,2392,0,0,92
21:07:47,36,3889,23672,1128,0,12472,0,0,92
21:07:52,36,3888,24042,1060,0,0,0,0,92
21:07:57,35,3893,28101,1098,0,23071,0,0,92
21:08:02,35,3887,21279,1092,0,0,0,0,92
21:08:07,38,3889,18791,1010,0,0,0,0,92
21:08:12,36,3895,22837,1110,0,11135,0,0,92
21:08:17,34,3892,23935,1129,0,6052,0,0,92
21:08:22,31,3900,32661,1281,0,15065,0,0,92
21:08:27,28,3909,43935,1387,0,25830,0,0,92
21:08:32,23,3920,57651,1377,0,28850,0,0,92
21:08:37,24,3916,57074,1391,0,12170,0,0,92
21:08:42,34,3910,38796,1068,0,6213,0,0,92
21:08:47,32,3913,44203,1048,0,11979,0,0,92
21:08:52,32,3918,47288,1112,0,67,0,0,92
21:08:58,29,3925,53366,1335,0,6433,0,0,92
21:09:03,29,3918,44071,1223,0,1345,0,0,92
21:09:08,29,3921,43005,1270,0,118030,0,0,92
21:09:13,33,3917,31967,1165,0,10,0,0,92
21:09:18,31,3922,38540,1291,0,13684,0,0,92
21:09:23,28,3927,40794,1346,0,28360,0,0,92
21:09:28,32,3913,30231,1188,0,37140,0,0,91
21:09:33,32,3911,34427,1150,0,78794,0,0,91
21:09:38,31,3907,36650,1133,0,11748,0,0,91
21:09:43,40,3898,14921,1050,0,9,0,0,91
21:09:48,40,3900,13542,1060,0,11748,0,0,91
21:09:53,40,3903,14816,1054,0,5963,0,0,91
21:09:58,41,3902,13376,1099,0,6894,0,0,91
21:10:03,40,3903,14740,1063,0,17889,0,0,91
21:10:08,39,3904,14288,956,0,0,0,0,91
21:10:13,39,3902,14446,1116,0,37524,0,0,91
21:10:18,38,3904,15146,1084,0,11234,0,0,90
21:10:23,40,3903,14674,1081,0,5962,0,0,90
21:10:28,39,3905,14348,1154,0,8385,0,0,91
21:10:33,40,3909,15334,1317,0,6041,0,0,91
21:10:38,39,3910,16985,1422,0,8949,0,0,91
21:10:43,37,3907,17661,1450,0,10972,0,0,91
21:10:48,37,3905,17382,1300,0,12180,0,0,91
21:10:54,41,3904,15371,1101,0,8188,0,0,91
21:10:59,40,3905,14196,1113,0,7395,0,0,90
21:11:04,41,3905,13806,1100,0,17,0,0,90
21:11:09,40,3906,14199,1124,0,5829,0,0,90
21:11:14,38,3913,16897,1274,0,5742,0,0,91
21:11:19,40,3917,14535,1283,4524,5866,0,0,91
21:11:24,40,3918,16358,1195,0,0,0,0,91
21:11:29,37,3922,17631,1353,0,17164,0,0,92
21:11:34,39,3922,18032,1407,0,859,0,0,92
21:11:39,36,3929,23218,1302,0,5251,0,0,92
21:11:44,36,3932,29881,1195,0,0,0,0,92
21:11:49,29,3949,46988,1500,0,33476,0,0,93
21:11:54,18,3969,72968,1647,0,188555,0,0,93
21:11:59,12,3985,93216,1716,0,129053,0,0,93
21:12:04,32,3950,45416,1186,0,20937,0,0,93
21:12:09,27,3966,59541,1478,0,92686,0,0,93
21:12:15,25,3967,57007,1524,0,125431,0,0,93
21:12:20,22,3981,70489,1735,0,4610961,0,0,93
21:12:25,8,4000,97030,1940,0,141291,0,0,93
21:12:30,8,4002,98356,2123,0,238144,0,0,93
21:12:35,23,3964,62288,1374,0,5400,0,0,93
21:12:40,31,3962,43208,1210,0,1157,0,0,93
21:12:45,31,3960,43662,1176,0,23550,0,0,93
21:12:50,36,3955,29917,1147,0,13140,0,0,93
21:12:55,35,3956,32212,1091,0,5909,0,0,93
21:13:00,39,3951,16673,1417,0,18279,0,0,93
21:13:05,38,3949,15455,1423,0,7445,0,0,93
21:13:10,39,3949,15859,1322,0,0,0,0,93
21:13:15,40,3950,16247,1111,0,0,0,0,93
21:13:20,39,3952,15123,1161,0,41,0,0,93
21:13:26,40,3954,16034,1171,0,14730,0,0,93
21:13:31,37,3959,18694,1182,0,6006,0,0,93
21:13:36,38,3962,19415,1192,0,0,0,0,93
21:13:41,33,3982,38498,1381,0,7415,0,0,93
21:13:46,16,4005,76120,1810,0,108734,0,0,93
21:13:51,28,3968,48432,1451,0,57,0,0,93
21:13:56,37,3972,25836,1160,0,28197,0,0,93
21:14:01,35,3974,30923,1174,0,11440,0,0,93
21:14:06,33,3973,32169,1188,0,7403,0,0,92
21:14:11,34,3972,32825,1233,0,10,0,0,91
21:14:16,36,3972,31204,1229,0,5340,0,0,91
21:14:21,35,3973,30562,1228,0,338216,0,0,91
21:14:26,35,3967,25908,1220,0,11970,0,0,91
21:14:31,39,3967,15234,1169,0,14507,0,0,91
21:14:36,35,3973,24063,1295,0,11748,0,0,91
21:14:41,38,3974,16486,1227,0,850,0,0,91
21:14:46,37,3977,15495,1194,0,37647,0,0,91
21:14:52,38,3978,15323,1174,0,7179,0,0,91
21:14:57,39,3980,14768,1170,0,7619,0,0,91
21:15:02,38,3980,15044,1180,0,16643,0,0,91
21:15:07,39,3980,13760,1095,0,7927,0,0,91
21:15:12,39,3980,14753,1139,4576,180,0,0,91
21:15:17,39,3980,14171,1270,0,11658,0,0,92
21:15:22,38,3983,15118,1379,0,5655,0,0,92
21:15:27,39,3983,14317,1399,0,850,0,0,92
21:15:32,39,3985,14506,1326,0,0,0,0,92
21:15:37,39,3986,15066,1292,0,5887,0,0,92
21:15:42,40,3985,13020,1153,0,0,0,0,92
21:15:47,38,3988,14654,1143,0,27501,0,0,92
21:15:52,40,3988,13377,1097,0,9744,0,0,92
21:15:57,38,3992,16810,1161,0,14703,0,0,92
21:16:02,37,3997,16082,1317,0,0,0,0,93
21:16:07,37,4000,16519,1514,0,6198,0,0,93
21:16:12,36,3998,18707,1738,0,0,0,0,93
21:16:17,37,3995,16948,1175,0,42,0,0,93
21:16:22,39,3996,16669,998,0,5220,0,0,93
21:16:27,35,3999,20416,1109,0,6579,0,0,93
21:16:32,34,4004,24877,1126,0,5720,0,0,93
21:16:37,31,4020,39991,1394,0,28688,0,0,93
21:16:43,7,4063,105901,2252,0,4560662,0,0,93
21:16:48,33,4017,33803,1166,0,51,0,0,93
21:16:53,35,4017,29183,1235,0,14311,0,0,93
21:16:58,36,4018,29953,1209,0,5896,0,0,93
21:17:03,36,4021,29481,1238,0,5808,0,0,93
21:17:08,36,4020,28813,1198,0,6841,0,0,93
21:17:13,35,4020,28310,1187,0,7347,0,0,93
21:17:18,39,4012,16526,1152,0,6600,0,0,93
21:17:23,39,4014,13122,1229,0,11792,0,0,93
21:17:28,37,4020,14998,1325,0,399,0,0,94
21:17:33,37,4020,14324,1574,0,41173,0,0,95
21:17:38,37,4022,18255,1687,0,93052,0,0,94
21:17:43,37,4025,17925,1352,0,20,0,0,94
21:17:48,37,4023,15570,1406,0,12948,0,0,94
21:17:53,35,4035,25010,1506,0,16477,0,0,94
21:17:59,29,4050,41933,1654,0,179421,0,0,94
21:18:04,22,4080,62893,1830,0,26583,0,0,94
21:18:09,1,4120,122514,2843,0,18755210,0,0,94
21:18:14,9,4107,68311,1672,0,23654,0,0,94
21:18:20,9,4117,104192,1822,0,71243,0,0,94
21:18:25,21,4077,63444,1486,0,44557,0,0,94
21:18:30,26,4084,60731,1295,0,14020,0,0,94
21:18:35,22,4089,75336,1331,0,21008,0,0,94
21:18:40,21,4094,80977,1305,0,25364,0,0,94
21:18:45,16,4103,87601,1458,0,124958,0,0,94
21:18:50,10,4122,102421,1883,0,249390,0,0,94
21:18:55,5,4119,103543,2123,0,155086,0,0,94
21:19:00,3,4132,113497,2047,0,102754,0,0,94
21:19:05,10,4108,91538,1723,0,43160,0,0,94
21:19:10,24,4093,52851,1371,0,19532,0,0,94
21:19:15,24,4094,51010,1402,0,19662,0,0,94
21:19:20,26,4085,43938,1381,0,18410,0,0,94
21:19:25,30,4083,33577,1356,0,13093,0,0,94
21:19:30,28,4082,36184,1357,0,17505,0,0,94
21:19:35,29,4071,25939,1370,0,6072,0,0,94
21:19:41,30,4071,27246,1321,0,81178,0,0,94
21:19:46,33,4072,17238,1341,0,15455,0,0,94
21:19:51,33,4074,17777,1292,0,1316,0,0,94
21:19:56,32,4076,17522,1318,0,27048,0,0,94
21:20:01,33,4081,16592,1417,0,146748,0,0,95
21:20:06,34,4080,18173,1300,0,10,0,0,95
21:20:11,34,4079,17490,1330,0,92471,0,0,95
21:20:16,33,4078,19232,1477,0,13778,0,0,95
21:20:21,35,4077,15516,1452,0,8162,0,0,95
21:20:26,34,4079,16530,1498,0,786,0,0,95
21:20:31,34,4080,16423,1459,0,2155,0,0,95
21:20:36,35,4080,15244,1311,0,6837,0,0,95
21:20:41,35,4085,15487,1267,0,6252,0,0,95
21:20:46,34,4089,19577,1278,0,12871,0,0,95
21:20:51,30,4098,29813,1347,0,0,0,0,95
21:20:56,21,4112,55733,1633,0,18507,0,0,94
21:21:01,16,4127,77670,1747,0,39544,0,0,94
21:21:06,27,4098,39414,1265,0,5527,0,0,94
21:21:11,33,4101,28204,1121,0,9,0,0,94
21:21:16,33,4104,28493,1102,0,13574,0,0,94
21:21:21,31,4106,30426,1222,0,0,0,0,94
21:21:26,32,4103,29536,1239,0,10642,0,0,94
21:21:32,33,4102,28912,1210,0,18410,0,0,94
21:21:37,30,4101,26357,1252,0,12080,0,0,94
21:21:42,25,4120,42952,1441,0,115024,0,0,94
21:21:47,14,4142,80170,1869,0,43599,0,0,94
21:21:52,17,4116,70508,1586,0,10276,0,0,93
21:21:57,31,4106,30165,1159,0,32772,0,0,94
21:22:02,30,4107,28595,1277,0,12266,0,0,94
21:22:07,32,4109,30458,1300,0,0,0,0,94
21:22:12,29,4111,35863,1469,0,23275,0,0,94
21:22:17,30,4097,25527,1435,0,6203,0,0,94
21:22:22,33,4096,13713,1378,0,29226,0,0,94
21:22:27,35,4096,13075,1393,0,6563,0,0,94
21:22:32,34,4097,14740,1394,0,6323,0,0,94
21:22:37,33,4101,17312,1364,0,21068,0,0,94
21:22:42,32,4101,16491,1336,0,18124,0,0,94
21:22:47,32,4107,18256,1370,0,7221,0,0,94
21:22:52,32,4109,19727,1296,0,399,0,0,94
21:22:58,26,4131,43822,1564,0,135620,0,0,94
21:23:03,17,4143,66922,1826,0,94528,0,0,94
21:23:08,13,4144,75685,1862,0,14973,0,0,94
21:23:13,29,4122,34996,1348,0,18600,0,0,94
21:23:18,28,4119,35313,1482,0,14730,0,0,95
21:23:23,30,4124,32667,1506,0,55,0,0,95
21:23:28,28,4128,35039,1666,0,83356,0,0,95
21:23:33,29,4126,35007,1316,0,4929,0,0,95
21:23:38,32,4117,26947,1139,0,4929,0,0,95
21:23:43,34,4119,19632,1268,0,23499,0,0,95
21:23:48,33,4120,19430,1256,0,88499,0,0,95
21:23:53,30,4122,28530,1407,0,10,0,0,95
21:23:58,28,4127,33837,1485,0,15389,0,0,95
21:24:03,29,4130,33278,1465,0,6148,0,0,95
21:24:08,23,4142,50134,1673,0,6256,0,0,94
21:24:13,15,4158,67426,2018,0,143501,0,0,95
21:24:19,24,4137,42465,1892,0,7069,0,0,95
21:24:24,28,4139,34345,1870,0,44,0,0,95
21:24:29,27,4139,36231,1370,0,6072,0,0,93
21:24:34,27,4142,35624,1341,0,233263,0,0,94
21:24:39,23,4158,49731,1661,0,162255,0,0,94
21:24:44,4,4196,108514,2536,0,4767869,0,0,94
21:24:49,20,4148,55746,1676,0,6164,0,0,94
21:24:54,30,4147,32867,1323,0,6164,0,0,94
21:24:59,29,4145,31152,1360,4732,0,0,0,94
21:25:04,29,4147,31780,1367,0,12144,0,0,94
21:25:09,28,4148,33245,1453,0,13441,0,0,94
21:25:14,26,4151,38173,1452,0,13626,0,0,94
21:25:20,29,4139,22884,1452,0,6243,0,0,94
21:25:25,31,4139,18448,1513,0,12328,0,0,94
21:25:30,27,4141,24535,1451,0,19863,0,0,94
21:25:35,30,4142,22699,1334,0,6329,0,0,94
21:25:40,29,4143,26661,1361,0,19554,0,0,94
21:25:45,27,4144,34704,1463,0,12462,0,0,95
21:25:50,29,4146,34600,1588,0,12462,0,0,95
21:25:55,27,4143,35803,1811,0,62365,0,0,97
21:26:00,26,4151,39610,1924,0,0,0,0,97
21:26:05,29,4150,34350,2000,0,1023,0,0,97
21:26:10,25,4160,46259,2225,0,10,0,0,97
21:26:15,15,4177,73599,2190,0,55763,0,0,97
21:26:20,12,4175,77590,2196,0,303909,0,0,98
21:26:25,29,4142,22677,1746,0,159529,0,0,98
21:26:30,28,4153,23917,1972,0,0,0,0,98
21:26:35,31,4154,26233,1544,0,6060,0,0,98
21:26:40,20,4192,65976,1848,0,97237,0,0,98
21:26:46,1,4212,101572,2889,0,4930914,0,0,98
21:26:51,14,4213,63232,1722,0,24283,0,0,98
21:26:56,23,4211,55835,1283,0,52509,0,0,98
21:27:01,18,4172,42296,1514,0,12549,0,0,98
21:27:06,9,4207,92634,1994,0,183867,0,0,98
21:27:11,7,4202,97236,2048,0,38691,0,0,97
21:27:16,25,4181,49630,1416,0,11061,0,0,97
21:27:21,26,4184,54597,1395,0,12764,0,0,96
21:27:26,22,4188,59579,1423,0,15243,0,0,96
21:27:31,23,4184,57044,1404,0,6439,0,0,96
21:27:36,24,4173,48989,1416,0,115599,0,0,95
21:27:41,28,4172,41805,1414,0,72,0,0,95
21:27:46,27,4173,44036,1446,0,51808,0,0,95
21:27:51,27,4167,35449,1447,0,6406,0,0,95
21:27:56,29,4162,28459,1370,0,25262,0,0,95
21:28:01,31,4155,24830,1390,0,6045,0,0,94
21:28:06,32,4150,19287,1402,0,7490,0,0,94
21:28:11,32,4149,17728,1385,0,11839,0,0,93
21:28:17,32,4150,17099,1427,0,15930,0,0,93
21:28:22,34,4149,16051,1387,0,12236,0,0,93
21:28:27,32,4151,19009,1421,0,0,0,0,94
21:28:32,33,4150,17199,1436,0,20066,0,0,93
21:28:37,30,4153,18593,1472,0,22584,0,0,93
21:28:42,31,4152,17560,1440,0,8039,0,0,93
21:28:47,32,4153,18054,1365,0,8091,0,0,93
21:28:52,33,4153,17869,1419,0,0,0,0,93
21:28:57,32,4156,17598,1423,0,6256,0,0,93
21:29:02,32,4151,17841,1437,0,13723,0,0,93
21:29:07,32,4154,20285,1364,0,6097,0,0,92
21:29:12,27,4177,46138,1618,0,171904,0,0,92
21:29:17,17,4176,67666,1905,0,15684,0,0,92
21:29:22,16,4189,70951,1842,0,20236,0,0,92
21:29:27,33,4159,27425,1361,0,13249,0,0,92
21:29:32,32,4160,25117,1489,0,5460,0,0,93
21:29:37,34,4164,25067,1399,0,5915,0,0,93
21:29:42,32,4161,26954,1392,0,6030,0,0,92
21:29:47,33,4162,28774,1446,0,43514,0,0,92
21:29:52,33,4162,27298,1390,0,6030,0,0,92
21:29:57,33,4162,24846,1431,0,43467,0,0,93
21:30:02,32,4161,26351,1403,0,7020,0,0,92
21:30:08,33,4160,25701,1481,0,6092,0,0,92
21:30:13,32,4161,27246,1499,0,18983,0,0,92
21:30:18,34,4153,18989,1451,0,5940,0,0,92
21:30:23,34,4153,17565,1480,0,11970,0,0,92
21:30:28,34,4154,18172,1512,0,31586,0,0,93
21:30:33,33,4156,17930,1711,0,5985,0,0,93
21:30:38,34,4154,19396,1386,0,0,0,0,93
21:30:43,31,4151,18635,1342,0,0,0,0,94
21:30:48,33,4152,18819,1284,0,25685,0,0,93
21:30:53,33,4150,21560,1359,0,5994,0,0,93
21:30:58,34,4151,21829,1311,0,20132,0,0,93
21:31:03,33,4149,19469,1279,0,2968,0,0,93
21:31:08,34,4154,18742,1306,0,53363,0,0,93
21:31:13,33,4157,23545,1306,0,11167,0,0,93
21:31:18,27,4175,39885,1418,0,205528,0,0,93
21:31:23,14,4197,68649,1603,0,194930,0,0,92
21:31:28,9,4223,94444,1918,0,4612328,0,0,92
21:31:34,4,4222,105022,1900,0,22118,0,0,92
21:31:39,2,4239,117201,2101,0,290707,0,0,92
21:31:44,6,4225,103829,2061,0,242056,0,0,92
21:31:49,22,4207,63465,1371,2262,10643,0,0,93
21:31:54,22,4213,67257,1392,0,7560,0,0,93
21:31:59,18,4218,71177,1602,0,248298,0,0,93
21:32:04,20,4218,67395,1575,0,17155,0,0,93
21:32:09,21,4210,58351,1209,0,59,0,0,93
21:32:14,26,4209,48522,1174,0,71670,0,0,93
21:32:19,26,4198,38530,1116,0,6120,0,0,93
21:32:24,30,4194,21410,1094,0,28281,0,0,93
21:32:29,29,4198,24853,1100,0,61544,0,0,93
21:32:35,19,4235,52903,1435,0,109122,0,0,93
21:32:40,3,4273,104941,2030,0,616384,0,0,93
21:32:45,23,4221,38139,1174,0,0,0,0,93
21:32:51,25,4220,40296,1157,5490,171149,0,0,94
21:32:56,25,4222,44747,1253,0,279,0,0,94
21:33:01,24,4229,50401,1255,0,6256,0,0,94
21:33:06,24,4228,51429,1251,0,37753,0,0,94
21:33:11,24,4226,53023,1231,0,15467,0,0,94
21:33:16,22,4226,55075,1291,0,166226,0,0,94
21:33:21,20,4219,52102,1375,0,62200,0,0,94
21:33:26,24,4219,39599,1264,0,341,0,0,94
21:33:31,28,4215,35683,1174,0,12103,0,0,93
21:33:36,29,4202,29346,1164,0,24174,0,0,93
21:33:41,29,4209,25163,1117,0,85378,0,0,93
21:33:46,32,4204,18075,1060,0,19134,0,0,93
21:33:51,30,4208,19107,1095,0,12420,0,0,93
21:33:56,30,4211,22637,1069,0,11960,0,0,93
21:34:01,29,4220,32074,1153,0,19132,0,0,93
21:34:06,19,4240,56540,1436,0,137553,0,0,94
21:34:11,13,4252,80346,1701,0,133837,0,0,94
21:34:17,17,4243,69949,1205,0,29414,0,0,94
21:34:22,28,4224,34094,1017,0,6231,0,0,94
21:34:27,27,4227,36513,1089,0,29249,0,0,93
21:34:32,29,4229,33211,1020,0,69859,0,0,93
21:34:37,27,4228,36968,1054,0,18652,0,0,93
21:34:42,26,4232,37983,1082,0,125460,0,0,93
21:34:47,26,4224,29560,1181,0,8564,0,0,93
21:34:52,28,4227,23671,1442,0,25628,0,0,93
21:34:57,29,4228,22367,1465,0,5992,0,0,93
21:35:02,30,4228,22320,1138,0,59551,0,0,93
21:35:07,28,4226,24510,1132,0,45336,0,0,93
21:35:12,29,4227,23445,1160,0,18774,0,0,93
21:35:17,29,4228,23635,1159,0,66295,0,0,93
21:35:22,28,4229,25164,1149,0,3736,0,0,93
21:35:27,29,4228,21442,1102,0,5824,0,0,93
21:35:32,29,4229,23186,1133,16926,14687,0,0,93
21:35:37,30,4230,22373,1054,0,18485,0,0,93
21:35:42,29,4234,22234,1109,0,23751,0,0,93
21:35:47,29,4230,22114,1102,2366,17654,0,0,93
21:35:52,31,4230,19403,1078,0,18756,0,0,93
21:35:57,31,4229,18002,1007,0,16733,0,0,93
21:36:02,30,4230,19961,1063,0,15106,0,0,93
21:36:07,28,4231,21682,1090,0,31426,0,0,93
21:36:13,28,4246,22794,1107,0,86238,0,0,93
21:36:18,29,4246,23595,1099,0,114,0,0,93
21:36:23,30,4243,24293,1047,0,18477,0,0,93
21:36:28,29,4242,26012,1060,0,52676,0,0,93
21:36:33,28,4242,31011,1170,0,27821,0,0,93
21:36:38,24,4263,50402,1292,0,212819,0,0,93
21:36:43,12,4284,81137,1680,0,1742115,0,0,93
21:36:48,17,4257,69264,1439,0,17105,0,0,93
21:36:53,27,4248,35312,1043,0,13698,0,0,94
21:36:58,28,4256,35907,1199,0,17244,0,0,94
21:37:03,26,4255,37700,1411,0,21719,0,0,94
21:37:08,26,4253,38916,1163,0,3833,0,0,94
21:37:13,23,4251,39533,1173,7189,44569,0,0,94
21:37:18,26,4254,31855,1417,0,6758,0,0,94
21:37:23,29,4243,22197,1707,0,21276,0,0,94
21:37:28,28,4246,24175,1387,0,6430,0,0,93
21:37:33,28,4244,23178,1054,0,94866,0,0,93
21:37:38,31,4251,20055,1047,0,13923,0,0,93
21:37:43,30,4249,23513,1040,0,419,0,0,93
21:37:48,31,4253,24294,1014,0,5115,0,0,93
21:37:53,28,4257,28109,1071,0,26208,0,0,93
21:37:58,29,4261,29199,1028,0,12320,0,0,93
21:38:04,28,4265,33518,994,0,6107,0,0,93
21:38:09,29,4271,34057,977,0,13027,0,0,93
21:38:14,26,4278,44004,1086,0,10723,0,0,93
21:38:19,5,4329,105088,2179,7560,9601019,0,0,94
21:38:24,1,4333,98085,2027,0,13721,0,0,93
21:38:29,24,4320,44178,872,0,24678,0,0,93
21:38:34,19,4282,42020,1058,0,12347,0,0,93
21:38:39,28,4283,41178,1002,0,11930,0,0,93
21:38:44,25,4287,46884,969,0,58824,0,0,93
21:38:49,27,4278,41675,1005,0,25350,0,0,93
21:38:54,28,4278,34448,979,0,18503,0,0,93
21:38:59,29,4276,33025,968,0,24451,0,0,93
21:39:04,26,4278,36827,1021,0,23000,0,0,93
21:39:10,28,4279,35315,1025,0,21160,0,0,94
21:39:15,27,4274,31947,1231,0,13086,0,0,94
21:39:20,30,4267,20024,1169,0,6563,0,0,94
21:39:25,29,4265,22245,1126,0,14812,0,0,94
21:39:30,30,4262,22352,1127,0,52762,0,0,94
21:39:35,28,4268,23599,1119,0,13356,0,0,93
21:39:40,30,4270,25624,1015,0,115166,0,0,93
21:39:45,27,4268,32069,1026,0,11899,0,0,92
21:39:50,29,4270,31665,1024,0,23670,0,0,92
21:39:55,29,4271,33927,979,0,5960,0,0,91
21:40:00,30,4272,33826,1016,0,5940,0,0,91
21:40:05,24,4284,47537,1270,0,6429,0,0,91
21:40:10,25,4281,43069,1227,0,6769,0,0,91
21:40:15,25,4286,44025,1239,0,17887,0,0,91
21:40:20,24,4287,41650,1246,0,18000,0,0,92
21:40:26,22,4296,46276,1510,0,168782,0,0,92
21:40:31,29,4281,29813,1724,0,12070,0,0,92
21:40:36,28,4282,35517,1558,0,10209,0,0,92
21:40:41,28,4280,36118,1045,0,175,0,0,91
21:40:46,29,4269,25088,1065,0,8544,0,0,91
21:40:51,31,4271,20894,1025,0,6064,0,0,91
21:40:56,31,4271,20167,1050,0,6030,0,0,91
21:41:01,32,4274,19600,1014,0,16891,0,0,91
21:41:06,31,4274,18194,1035,2340,40573,0,0,91
21:41:11,32,4274,20243,972,0,18853,0,0,91
21:41:16,32,4274,17615,995,0,17622,0,0,91
21:41:21,31,4273,20201,1057,0,0,0,0,90
21:41:26,32,4274,18062,1034,0,47,0,0,90
21:41:31,32,4273,20692,1055,0,6052,0,0,90
21:41:36,32,4274,18805,974,0,22776,0,0,90
21:41:41,32,4274,18354,951,0,37839,0,0,90
21:41:46,32,4275,17782,954,0,16465,0,0,90
21:41:51,27,4281,24819,1052,0,30082,0,0,89
21:41:56,30,4284,23970,1017,0,804,0,0,89
