Server Time,Server FPS,RAM [MB],out [Kbps],in [Kbps],Non-G Messages,Guaranteed Messages,BE-NG,BE-G,Player Count
4:08:59,45,6992,3821,499,0,0,0,0,29
4:09:04,47,6991,3858,496,0,0,0,0,29
4:09:09,47,6993,3578,508,0,11,0,0,29
4:09:14,48,6993,3446,498,0,406,0,0,29
4:09:19,47,6993,3588,493,0,59,0,0,29
4:09:24,47,6993,3348,467,0,0,0,0,29
4:09:29,48,6996,3436,485,0,1904,0,0,29
4:09:34,47,6995,3651,472,2352,95,0,0,29
4:09:39,46,6996,3975,493,0,10,0,0,29
4:09:44,47,6996,3917,471,0,1990,0,0,29
4:09:49,47,6996,4051,468,0,0,0,0,29
4:09:54,47,6993,3302,459,0,5349,0,0,29
4:09:59,46,6996,3776,476,0,0,0,0,29
4:10:04,47,6995,3455,442,0,0,0,0,29
4:10:09,47,6996,3743,471,0,3528,0,0,29
4:10:14,48,6999,3184,456,0,1904,0,0,29
4:10:19,46,6999,3661,480,0,37372,0,0,29
4:10:24,47,7000,3790,483,0,0,0,0,29
4:10:29,48,7002,4393,472,0,1876,0,0,29
4:10:34,47,7003,3774,470,0,0,0,0,29
4:10:39,46,7002,3765,500,0,3337,0,0,29
4:10:45,48,7000,3591,495,0,0,0,0,29
4:10:50,48,7003,3648,471,0,3136,0,0,29
4:10:55,47,7002,3498,467,0,57,0,0,29
4:11:00,47,7003,3533,478,0,2552,0,0,29
4:11:05,48,7003,4079,495,0,1904,0,0,29
4:11:10,48,7004,3688,494,0,0,0,0,29
4:11:15,47,7006,3516,451,0,8065,0,0,29
4:11:20,46,7006,3709,468,0,0,0,0,29
4:11:25,48,7006,3441,454,2268,0,0,0,29
4:11:30,47,7007,4204,487,0,9153,0,0,29
4:11:35,47,7008,3801,476,0,9,0,0,28
4:11:40,46,7008,3580,485,0,0,0,0,28
4:11:45,48,7010,3654,500,0,1809,0,0,28
4:11:50,47,7010,3663,493,0,0,0,0,28
4:11:55,47,7010,3631,468,0,0,0,0,28
4:12:00,46,7013,3631,475,0,9525,0,0,28
4:12:05,47,7010,3734,490,0,2088,0,0,28
4:12:10,48,7011,3706,483,0,0,0,0,28
4:12:15,47,7019,3812,485,0,39688,0,0,28
4:12:20,44,7013,4286,513,0,0,0,0,28
4:12:25,48,7015,3491,494,0,1316,0,0,28
4:12:30,47,7016,3789,610,0,0,0,0,29
4:12:35,48,7017,4225,595,0,0,0,0,29
4:12:40,46,7020,4257,584,1404,399,0,0,29
4:12:45,47,7018,4425,587,0,20649,0,0,29
4:12:50,47,7018,3897,582,0,0,0,0,29
4:12:55,48,7019,3723,599,0,0,0,0,29
4:13:00,45,7025,4204,544,0,252,0,0,29
4:13:05,48,7027,6233,504,0,0,0,0,29
4:13:10,45,7037,13024,623,0,23076,0,0,29
4:13:15,40,7044,22250,954,0,0,0,0,29
4:13:20,36,7048,29790,1213,0,10,0,0,29
4:13:25,47,7042,18172,692,0,1876,0,0,29
4:13:31,47,7044,20399,569,0,8428,0,0,29
4:13:36,48,7044,19229,499,0,1848,0,0,29
4:13:41,47,7046,19311,527,0,2117,0,0,29
4:13:46,47,7069,19007,506,0,0,0,0,28
4:13:51,47,7068,19090,500,0,0,0,0,28
4:13:56,47,7067,18206,448,0,4379,0,0,28
4:14:01,46,7068,18864,497,0,0,0,0,28
4:14:06,47,7068,18864,493,0,514,0,0,28
4:14:11,47,7066,18704,492,0,0,0,0,27
4:14:16,47,7067,18622,495,0,0,0,0,27
4:14:21,46,7067,18698,496,0,1675,0,0,27
4:14:26,47,7067,18614,503,0,399,0,0,27
4:14:31,47,7068,19308,514,0,4514,0,0,27
4:14:36,47,7058,13170,554,0,0,0,0,27
4:14:41,46,7057,3249,516,0,1728,0,0,27
4:14:46,47,7058,3716,530,0,1257,0,0,26
4:14:51,48,7058,3504,500,0,0,0,0,26
4:14:56,47,7059,3616,500,0,399,0,0,26
4:15:01,46,7060,3242,498,0,1700,0,0,26
4:15:06,47,7059,3492,496,0,0,0,0,26
4:15:11,47,7059,3629,488,0,0,0,0,26
4:15:16,48,7062,2895,471,0,10,0,0,26
4:15:21,45,7061,3840,525,0,0,0,0,26
4:15:26,47,7062,3362,505,0,0,0,0,26
4:15:31,47,7063,3434,491,0,31974,0,0,26
4:15:36,47,7064,3395,489,0,63,0,0,26
4:15:41,46,7063,3358,493,0,468,0,0,26
4:15:46,47,7064,3816,491,0,0,0,0,26
4:15:51,47,7063,3515,485,0,1675,0,0,26
4:15:57,47,7065,3466,498,0,0,0,0,26
4:16:02,46,7065,3313,528,0,0,0,0,26
4:16:07,48,7066,3694,544,0,0,0,0,26
4:16:12,44,7051,3109,505,0,21833,0,0,27
4:16:17,47,7054,3523,667,0,2241,0,0,27
4:16:22,47,7055,3335,801,0,0,0,0,27
4:16:27,48,7054,3215,699,0,0,0,0,27
4:16:32,48,7057,3167,559,0,0,0,0,27
4:16:37,48,7057,2629,419,0,0,0,0,27
4:16:42,46,7057,3261,456,0,0,0,0,27
4:16:47,48,7058,2934,424,0,0,0,0,27
4:16:52,48,7057,3033,445,0,2944,0,0,27
4:16:57,48,7059,2830,432,0,891,0,0,27
4:17:02,47,7060,3097,461,0,0,0,0,27
4:17:07,48,7061,3016,435,0,0,0,0,27
4:17:12,48,7058,3140,440,0,1593,0,0,27
4:17:17,47,7059,2858,434,0,0,0,0,26
4:17:22,46,7060,3325,458,0,3008,0,0,26
4:17:27,47,7065,4078,443,0,364,0,0,26
4:17:32,48,7069,5015,446,0,0,0,0,26
4:17:37,48,7071,5995,473,0,1975,0,0,26
4:17:42,46,7074,9268,550,0,1768,0,0,26
4:17:47,45,7082,16454,713,0,636,0,0,26
4:17:52,37,7091,29120,1073,0,2132,0,0,26
4:17:57,39,7082,25515,900,0,2330,0,0,26
4:18:02,46,7085,18329,484,0,486,0,0,26
4:18:07,47,7088,19031,484,0,7941,0,0,26
4:18:12,47,7087,19032,466,0,8381,0,0,26
4:18:17,48,7085,18779,462,0,4628,0,0,26
4:18:22,46,7088,18854,479,0,487,0,0,26
4:18:28,47,7087,17915,469,0,1586,0,0,26
4:18:33,48,7090,19444,462,0,0,0,0,26
4:18:38,48,7090,18984,485,0,0,0,0,26
4:18:43,47,7093,18738,466,0,442,0,0,26
4:18:48,47,7094,18393,488,0,1742,0,0,26
4:18:53,47,7093,19221,485,0,1768,0,0,26
4:18:58,47,7094,18891,464,0,442,0,0,26
4:19:03,47,7097,18561,465,0,0,0,0,26
4:19:08,47,7091,15856,466,0,1586,0,0,26
4:19:13,47,7085,3572,474,0,59,0,0,26
4:19:18,47,7088,3639,448,0,2184,0,0,26
4:19:23,46,7092,4032,494,1352,2314,0,0,26
4:19:28,48,7095,3459,463,0,712,0,0,26
4:19:33,47,7092,3934,458,0,44694,0,0,26
4:19:38,47,7093,3893,507,0,59,0,0,26
4:19:43,47,7093,3688,515,0,0,0,0,26
4:19:48,48,7096,3878,520,0,1170,0,0,26
4:19:53,47,7097,3656,492,0,11700,0,0,26
4:19:58,48,7096,3997,511,0,0,0,0,26
4:20:03,46,7097,3433,479,0,1586,0,0,26
4:20:08,47,7095,3796,492,0,3328,0,0,26
4:20:13,47,7100,4288,485,0,0,0,0,26
4:20:18,46,7105,6886,543,0,0,0,0,26
4:20:23,46,7104,4469,554,0,2470,0,0,26
4:20:28,47,7106,3671,518,0,0,0,0,26
4:20:33,48,7106,3674,498,0,1586,0,0,26
4:20:38,48,7108,3740,503,0,468,0,0,26
4:20:43,46,7107,3295,505,0,0,0,0,26
4:20:48,47,7109,3058,469,0,115,0,0,26
4:20:54,47,7112,3680,517,0,2626,0,0,26
4:20:59,48,7112,3613,512,0,234,0,0,26
4:21:04,46,7117,4174,546,0,2319,0,0,26
4:21:09,45,7116,6388,655,0,16907,0,0,26
4:21:14,46,7117,4378,573,0,399,0,0,26
4:21:19,47,7119,4841,609,0,2775,0,0,26
4:21:24,44,7116,5091,638,0,1846,0,0,26
4:21:29,47,7116,5062,606,0,120380,0,0,26
4:21:34,47,7117,4054,567,0,0,0,0,26
4:21:39,47,7119,3688,572,0,0,0,0,26
4:21:44,46,7117,4427,589,0,0,0,0,25
4:21:49,46,7118,4475,587,0,235,0,0,25
4:21:54,46,7120,3974,569,0,0,0,0,25
4:21:59,47,7119,4033,571,0,0,0,0,25
4:22:04,46,7121,4099,558,0,4300,0,0,25
4:22:09,47,7122,3328,552,0,0,0,0,25
4:22:14,47,7123,3640,535,0,2175,0,0,25
4:22:19,47,7127,3948,576,0,0,0,0,25
4:22:24,46,7122,3914,554,0,0,0,0,25
4:22:29,47,7123,4381,563,0,0,0,0,25
4:22:34,47,7124,4156,576,0,2600,0,0,25
4:22:39,47,7126,3406,540,0,0,0,0,25
4:22:44,46,7125,3886,552,0,12,0,0,25
4:22:49,47,7127,3968,559,0,0,0,0,25
4:22:54,47,7125,3265,529,0,1700,0,0,25
4:22:59,47,7126,3361,541,0,0,0,0,25
4:23:04,47,7128,3442,545,0,0,0,0,25
4:23:09,47,7128,3139,523,0,4500,0,0,25
4:23:14,48,7129,3386,526,0,0,0,0,25
4:23:19,47,7131,3648,565,0,0,0,0,25
4:23:24,46,7132,3657,552,0,0,0,0,25
4:23:29,47,7130,3592,527,0,0,0,0,25
4:23:34,47,7130,2966,520,0,2957,0,0,25
4:23:39,47,7133,3315,516,0,0,0,0,25
4:23:45,44,7130,3364,514,0,825,0,0,25
4:23:50,48,7128,2863,481,0,0,0,0,25
4:23:55,47,7131,2955,502,0,0,0,0,25
4:24:00,47,7130,3172,519,0,0,0,0,25
4:24:05,46,7130,3590,552,0,0,0,0,25
4:24:10,47,7133,3885,548,0,0,0,0,25
4:24:15,47,7133,3158,540,0,0,0,0,25
4:24:20,47,7139,3883,569,0,375,0,0,25
4:24:25,46,7134,3857,537,0,3400,0,0,25
4:24:30,46,7134,4459,586,0,0,0,0,25
4:24:35,48,7134,3710,536,0,2600,0,0,25
4:24:40,47,7134,3802,533,0,0,0,0,25
4:24:45,46,7136,4159,520,0,19,0,0,25
4:24:50,47,7137,3815,509,5000,0,0,0,25
4:24:55,46,7137,3844,511,0,1000,0,0,25
4:25:00,47,7136,3651,538,1000,1700,0,0,25
4:25:05,46,7139,3987,541,0,879,0,0,25
4:25:10,47,7137,3726,545,0,1675,0,0,25
4:25:15,47,7140,3434,545,0,1175,0,0,25
4:25:20,47,7136,3308,530,0,0,0,0,25
4:25:25,46,7136,3398,543,0,0,0,0,25
4:25:30,47,7138,3460,528,0,3471,0,0,25
4:25:35,48,7136,3162,514,0,1632,0,0,25
4:25:40,47,7138,3021,510,0,0,0,0,26
4:25:45,46,7138,3177,610,0,0,0,0,25
4:25:50,47,7140,3894,521,0,0,0,0,25
4:25:55,48,7140,3569,563,0,0,0,0,25
4:26:00,47,7139,3070,634,0,0,0,0,25
4:26:05,46,7137,3347,613,0,2160,0,0,25
4:26:11,47,7134,3347,617,0,0,0,0,25
4:26:16,47,7135,3071,570,0,399,0,0,24
4:26:21,47,7135,3187,604,0,0,0,0,24
4:26:26,45,7142,4443,521,0,0,0,0,24
4:26:31,48,7140,6534,519,0,0,0,0,24
4:26:36,47,7145,8783,483,0,9,0,0,24
4:26:41,47,7147,13348,509,0,0,0,0,24
4:26:46,46,7147,10007,498,0,0,0,0,24
4:26:51,48,7147,9073,493,0,0,0,0,24
4:26:56,47,7147,9488,481,0,399,0,0,24
4:27:01,44,7149,13172,684,0,114,0,0,24
4:27:06,43,7156,11514,618,0,2247,0,0,24
4:27:11,43,7151,10664,787,0,1608,0,0,25
4:27:16,45,7154,8121,593,0,0,0,0,25
4:27:21,46,7140,3410,466,0,184,0,0,24
4:27:26,46,7139,3270,620,0,0,0,0,24
4:27:31,48,7140,2979,851,0,1541,0,0,24
4:27:36,48,7139,2711,827,0,0,0,0,24
4:27:41,48,7138,2656,461,0,0,0,0,24
4:27:46,46,7140,3024,468,0,3552,0,0,24
4:27:51,47,7141,3580,482,0,57,0,0,24
4:27:56,46,7142,2937,481,0,2134,0,0,23
4:28:01,47,7141,3577,500,0,0,0,0,23
4:28:06,46,7141,2738,494,0,682,0,0,23
4:28:11,48,7141,2555,476,0,0,0,0,23
4:28:16,48,7145,2602,474,0,0,0,0,23
4:28:21,48,7143,2737,510,0,0,0,0,23
4:28:26,47,7146,2624,460,0,0,0,0,23
4:28:32,48,7144,3306,506,0,0,0,0,23
4:28:37,47,7146,2670,480,0,0,0,0,23
4:28:42,47,7146,2762,506,0,0,0,0,23
4:28:47,46,7147,2792,482,0,0,0,0,23
4:28:52,47,7150,2697,469,0,427,0,0,23
4:28:57,48,7146,2561,479,0,1474,0,0,23
4:29:02,48,7146,2675,492,0,0,0,0,23
4:29:07,47,7149,2832,488,0,0,0,0,23
4:29:12,48,7148,2633,462,0,0,0,0,23
4:29:17,48,7149,2861,477,0,1483,0,0,23
4:29:22,47,7147,3141,504,0,1474,0,0,23
4:29:27,46,7150,3537,475,0,396,0,0,23
4:29:32,48,7152,3144,493,0,464,0,0,23
4:29:37,47,7151,2878,513,0,0,0,0,23
4:29:42,47,7151,3207,515,0,0,0,0,23
4:29:47,47,7151,3269,497,0,1496,0,0,23
4:29:52,45,7160,7426,599,0,0,0,0,23
4:29:57,47,7159,3829,558,1848,0,0,0,23
4:30:02,47,7163,3946,522,0,2090,0,0,24
4:30:07,46,7160,3486,537,0,3047,0,0,23
4:30:12,47,7160,4138,570,0,198,0,0,23
4:30:17,48,7159,3265,530,0,1995,0,0,23
4:30:22,47,7161,3586,525,0,1995,0,0,23
4:30:27,47,7161,2835,514,0,0,0,0,23
4:30:32,46,7164,3693,552,0,45,0,0,23
4:30:38,48,7163,3391,551,0,1700,0,0,23
4:30:43,47,7160,3484,551,0,0,0,0,23
4:30:48,45,7167,4116,526,0,0,0,0,23
4:30:53,47,7168,4388,509,0,555,0,0,23
4:30:58,47,7173,7908,655,0,47,0,0,23
4:31:03,46,7181,9520,663,0,1496,0,0,23
4:31:08,46,7180,10627,572,0,3774,0,0,23
4:31:13,47,7177,15190,545,0,3697,0,0,22
4:31:18,47,7180,19076,536,0,0,0,0,22
4:31:23,39,7186,24171,1074,0,0,0,0,22
4:31:28,34,7193,32458,1201,0,1407,0,0,22
4:31:33,46,7185,19593,535,0,4945,0,0,22
4:31:38,47,7184,18664,523,0,0,0,0,22
4:31:43,47,7183,17978,501,0,0,0,0,22
4:31:48,46,7186,18435,506,0,3780,0,0,22
4:31:53,47,7184,18905,545,0,0,0,0,22
4:31:58,47,7184,18244,474,0,1407,0,0,22
4:32:03,47,7183,17741,462,0,0,0,0,21
4:32:08,46,7181,17695,464,0,0,0,0,21
4:32:13,48,7183,17705,494,0,1360,0,0,21
4:32:18,47,7186,18036,483,0,1340,0,0,21
4:32:23,47,7181,18204,474,0,0,0,0,21
4:32:29,45,7175,15376,492,0,0,0,0,21
4:32:34,47,7168,2957,485,0,399,0,0,22
4:32:39,47,7169,2731,617,0,0,0,0,22
4:32:44,48,7171,2964,596,0,0,0,0,22
4:32:49,46,7172,3166,566,0,48,0,0,22
4:32:54,48,7172,2113,516,0,0,0,0,22
4:32:59,48,7173,2186,507,0,0,0,0,22
4:33:04,48,7174,2358,502,0,0,0,0,22
4:33:09,46,7174,2373,509,0,0,0,0,22
4:33:14,47,7173,2458,562,0,0,0,0,22
4:33:19,48,7175,2276,577,0,0,0,0,22
4:33:24,46,7180,2724,583,0,1407,0,0,22
4:33:29,47,7184,3349,453,0,0,0,0,22
4:33:34,48,7183,5816,500,0,2499,0,0,22
4:33:39,48,7189,10284,483,0,0,0,0,22
4:33:44,48,7190,17713,522,0,0,0,0,22
4:33:49,46,7194,18041,502,0,3654,0,0,22
4:33:54,42,7195,17809,853,0,399,0,0,22
4:33:59,40,7198,15003,836,0,1433,0,0,22
4:34:04,42,7196,13263,767,0,6905,0,0,22
4:34:09,44,7200,14274,818,0,0,0,0,22
4:34:14,47,7196,17578,522,0,0,0,0,22
4:34:19,47,7197,18225,509,0,3339,0,0,22
4:34:24,47,7195,17949,472,0,1104,0,0,22
4:34:29,46,7196,18276,482,0,207,0,0,22
4:34:35,47,7199,17666,456,0,0,0,0,22
4:34:40,47,7197,17660,451,0,0,0,0,22
4:34:45,47,7199,18063,473,0,1407,0,0,22
4:34:50,46,7200,18243,463,0,660,0,0,22
4:34:55,47,7200,18014,465,0,726,0,0,22
4:35:00,47,7199,18123,461,0,0,0,0,22
4:35:05,47,7198,18578,495,0,0,0,0,22
4:35:10,46,7191,14170,498,0,1440,0,0,22
4:35:15,47,7188,2867,476,0,680,0,0,22
4:35:20,47,7188,2697,451,0,399,0,0,22
4:35:25,47,7185,3335,460,0,10,0,0,22
4:35:30,46,7184,3086,425,0,0,0,0,22
4:35:35,47,7184,2806,448,0,1407,0,0,23
4:35:40,47,7186,2599,599,0,0,0,0,23
4:35:45,48,7185,2977,756,0,0,0,0,23
4:35:50,47,7185,2515,664,0,0,0,0,23
4:35:55,48,7185,2356,351,0,0,0,0,23
4:36:00,47,7185,2776,382,0,3519,0,0,23
4:36:05,48,7188,2379,378,11088,357,0,0,23
4:36:10,46,7187,2630,356,0,59,0,0,23
4:36:15,48,7187,3129,401,0,0,0,0,23
4:36:21,47,7192,3681,362,0,0,0,0,23
4:36:26,47,7194,4355,363,0,1474,0,0,23
4:36:31,47,7195,5784,363,0,0,0,0,23
4:36:36,47,7197,7491,435,0,0,0,0,24
4:36:41,46,7199,10738,583,0,0,0,0,23
4:36:46,45,7205,18230,597,0,2992,0,0,23
4:36:51,35,7215,29670,1121,0,59,0,0,23
4:36:56,39,7208,25234,826,0,396,0,0,23
4:37:01,47,7206,16693,443,0,0,0,0,23
4:37:06,47,7204,17486,433,0,1407,0,0,23
4:37:11,46,7205,17347,450,0,208,0,0,23
4:37:16,47,7204,17613,455,0,0,0,0,23
4:37:21,46,7217,25370,456,0,0,0,0,23
4:37:26,46,7220,34114,518,0,1496,0,0,23
4:37:31,32,7227,43641,1204,0,0,0,0,23
4:37:36,39,7219,38456,845,0,0,0,0,23
4:37:41,47,7220,32535,449,0,36,0,0,23
4:37:46,47,7221,32797,473,0,7161,0,0,23
4:37:51,46,7221,33143,440,0,1342,0,0,23
4:37:56,47,7220,32778,450,0,0,0,0,23
4:38:01,47,7222,30886,435,0,0,0,0,23
4:38:06,47,7210,17725,432,0,399,0,0,23
4:38:12,46,7213,17408,433,0,5302,0,0,23
4:38:17,47,7213,17373,425,0,0,0,0,23
4:38:22,47,7215,17517,422,0,0,0,0,23
4:38:27,47,7214,17454,411,0,0,0,0,23
4:38:32,46,7215,18124,418,0,0,0,0,23
4:38:37,47,7216,17796,516,0,0,0,0,24
4:38:42,47,7212,15905,497,0,0,0,0,24
4:38:47,47,7208,3054,476,0,1452,0,0,24
4:38:52,47,7208,2739,604,0,1650,0,0,24
4:38:57,48,7207,2647,845,0,59,0,0,24
4:39:02,47,7213,3079,664,0,0,0,0,24
4:39:07,48,7215,4733,452,0,0,0,0,24
4:39:12,47,7216,4677,423,0,0,0,0,24
4:39:17,47,7216,2898,442,0,1725,0,0,24
4:39:22,48,7219,3206,439,0,0,0,0,24
4:39:27,47,7221,3292,439,0,0,0,0,24
4:39:32,47,7224,3170,422,0,0,0,0,24
4:39:37,48,7222,3286,447,0,0,0,0,24
4:39:42,47,7220,2578,475,0,1080,0,0,24
4:39:47,48,7220,3182,467,0,0,0,0,24
4:39:52,46,7220,2695,472,0,1496,0,0,23
4:39:57,47,7221,2636,453,0,0,0,0,24
4:40:03,47,7220,2746,575,0,0,0,0,24
4:40:08,47,7209,2855,539,0,0,0,0,23
4:40:13,47,7209,2641,509,0,2880,0,0,23
4:40:18,48,7212,2404,535,0,0,0,0,23
4:40:23,48,7210,1910,453,0,0,0,0,23
4:40:28,48,7213,2028,460,0,0,0,0,23
4:40:33,46,7211,2474,450,0,2934,0,0,24
4:40:38,47,7215,2495,683,0,0,0,0,24
4:40:43,48,7213,2529,693,0,1060,0,0,24
4:40:48,48,7216,2758,826,0,0,0,0,24
4:40:53,46,7214,1724,577,0,720,0,0,24
4:40:58,46,7223,3093,440,0,0,0,0,24
4:41:03,48,7220,3343,440,0,0,0,0,24
4:41:08,47,7217,3755,394,0,0,0,0,23
4:41:13,45,7211,2038,527,0,0,0,0,23
4:41:18,47,7211,2664,741,0,0,0,0,24
4:41:23,47,7212,2737,785,0,0,0,0,23
4:41:28,48,7212,2240,643,0,0,0,0,23
4:41:33,45,7221,2437,502,0,1340,0,0,23
4:41:38,47,7218,3763,485,0,59,0,0,24
4:41:43,45,7226,10281,716,0,1449,0,0,23
4:41:48,37,7232,21613,994,0,0,0,0,23
4:41:53,40,7234,20611,777,0,0,0,0,23
4:41:58,47,7228,12295,401,0,0,0,0,23
4:42:03,47,7230,11317,390,0,0,0,0,22
4:42:08,47,7230,9931,464,0,0,0,0,23
4:42:14,46,7232,14309,474,0,1340,0,0,22
4:42:19,46,7217,16021,391,0,0,0,0,21
4:42:24,48,7218,2038,393,0,0,0,0,21
4:42:29,47,7224,2327,426,0,0,0,0,22
4:42:34,46,7219,2174,472,0,0,0,0,22
4:42:39,47,7223,2549,588,0,0,0,0,22
4:42:44,48,7222,3270,860,0,0,0,0,22
4:42:49,47,7224,3313,909,1691,0,0,0,23
4:42:54,46,7223,4067,832,0,2773,0,0,23
4:42:59,46,7228,5721,849,0,0,0,0,23
4:43:04,46,7226,3192,601,0,0,0,0,23
4:43:09,47,7233,2914,419,0,0,0,0,23
4:43:14,46,7233,3683,519,0,0,0,0,24
4:43:19,48,7235,4797,617,0,0,0,0,24
4:43:24,47,7237,4101,630,0,0,0,0,24
4:43:29,47,7238,3733,692,0,1739,0,0,24
4:43:34,46,7238,4305,666,0,0,0,0,24
4:43:39,48,7238,2942,538,0,0,0,0,24
4:43:44,48,7239,2354,428,0,0,0,0,24
4:43:49,46,7254,3246,418,0,0,0,0,24
4:43:54,46,7256,4835,461,0,59,0,0,24
4:43:59,47,7254,4284,429,0,0,0,0,24
4:44:04,48,7253,5013,428,0,0,0,0,24
4:44:09,48,7253,5302,423,0,2005,0,0,24
4:44:14,46,7251,4098,473,0,0,0,0,24
4:44:19,47,7241,6574,494,0,0,0,0,23
4:44:25,47,7246,12215,439,0,0,0,0,23
4:44:30,47,7250,18871,492,0,0,0,0,23
4:44:35,45,7254,18189,402,0,399,0,0,23
4:44:40,47,7254,18638,402,0,0,0,0,23
4:44:45,42,7264,27059,804,0,0,0,0,23
4:44:50,31,7272,35869,1351,0,4752,0,0,24
4:44:55,45,7262,22450,759,0,0,0,0,24
4:45:00,42,7264,20483,944,0,0,0,0,24
4:45:05,42,7267,22462,717,0,78762,0,0,24
4:45:10,42,7269,21426,932,0,0,0,0,24
4:45:15,43,7274,22503,914,0,0,0,0,24
4:45:20,44,7281,27061,505,0,0,0,0,24
4:45:25,47,7282,35033,459,0,0,0,0,24
4:45:30,47,7280,34866,449,0,0,0,0,24
4:45:35,46,7278,25321,431,0,1496,0,0,24
4:45:40,47,7274,25511,409,0,0,0,0,24
4:45:45,47,7283,29217,403,0,0,0,0,24
4:45:50,47,7280,26711,399,0,0,0,0,24
4:45:55,46,7284,20571,421,0,0,0,0,24
4:46:00,46,7270,13488,407,0,0,0,0,23
4:46:05,47,7278,32998,407,0,0,0,0,23
4:46:10,47,7278,33209,541,0,13860,0,0,24
4:46:16,46,7269,23581,588,0,1407,0,0,24
4:46:21,48,7269,18424,831,0,360,0,0,24
4:46:26,47,7269,18222,675,0,0,0,0,24
4:46:31,47,7265,18406,420,0,2832,0,0,23
4:46:36,45,7253,6381,427,0,543,0,0,23
4:46:41,47,7254,2774,447,0,0,0,0,23
4:46:46,46,7260,2731,405,0,1428,0,0,23
4:46:51,48,7260,4225,411,0,7023,0,0,23
4:46:56,46,7261,6226,396,0,0,0,0,23
4:47:01,48,7265,10879,376,0,0,0,0,23
4:47:06,47,7269,17295,377,0,0,0,0,23
4:47:11,47,7267,17949,392,0,4047,0,0,23
4:47:16,46,7266,17623,383,0,1980,0,0,23
4:47:21,48,7269,18048,422,0,0,0,0,23
4:47:26,48,7269,17571,415,0,0,0,0,23
4:47:31,43,7275,24512,759,0,0,0,0,23
4:47:36,34,7281,27013,1137,0,0,0,0,23
4:47:41,44,7276,19439,463,0,1428,0,0,23
4:47:46,48,7278,18977,405,0,0,0,0,23
4:47:51,47,7278,19662,393,0,1428,0,0,23
4:47:56,44,7280,21800,558,0,0,0,0,23
4:48:01,45,7284,22998,544,0,0,0,0,23
4:48:06,44,7285,26018,632,0,0,0,0,23
4:48:11,40,7288,30194,788,0,0,0,0,23
4:48:16,41,7291,31572,707,0,4692,0,0,23
4:48:21,47,7288,31791,475,0,144,0,0,24
4:48:27,47,7281,18638,611,0,0,0,0,24
4:48:32,47,7285,18257,636,0,3992,0,0,24
4:48:37,47,7286,17670,529,0,591,0,0,24
4:48:42,46,7284,17376,598,0,1428,0,0,24
4:48:47,47,7284,17212,469,0,384,0,0,24
4:48:52,46,7291,17748,390,0,0,0,0,24
4:48:57,46,7292,19316,408,0,0,0,0,24
4:49:02,45,7295,24161,618,0,188,0,0,24
4:49:07,45,7291,18700,483,0,1496,0,0,24
4:49:12,47,7289,11773,414,0,0,0,0,24
4:49:17,45,7289,15790,499,0,0,0,0,24
4:49:22,47,7289,17929,424,0,0,0,0,24
4:49:27,47,7290,18184,436,0,0,0,0,24
4:49:32,47,7289,17687,444,0,2856,0,0,24
4:49:37,47,7281,7565,445,0,1407,0,0,24
4:49:42,46,7279,2280,544,0,0,0,0,24
4:49:47,48,7279,1969,800,0,1444,0,0,24
4:49:52,48,7279,2047,583,0,0,0,0,24
4:49:57,47,7279,1974,408,0,0,0,0,24
4:50:02,47,7285,2440,393,0,0,0,0,24
4:50:07,48,7286,3221,411,0,720,0,0,24
4:50:12,47,7286,3369,464,0,1474,0,0,25
4:50:17,46,7288,2788,443,0,0,0,0,24
4:50:22,48,7289,2990,424,0,0,0,0,24
4:50:27,47,7296,4808,451,0,0,0,0,24
4:50:33,47,7302,4257,435,0,0,0,0,24
4:50:38,44,7309,3706,548,0,1496,0,0,25
4:50:43,46,7314,3509,642,0,0,0,0,25
4:50:48,46,7314,3848,742,0,67,0,0,25
4:50:53,46,7306,2680,808,0,61,0,0,25
4:50:58,46,7308,2963,740,0,0,0,0,25
4:51:03,47,7311,3446,616,0,1239,0,0,25
4:51:08,47,7311,2617,590,0,11932,0,0,25
4:51:13,47,7311,3171,626,0,551,0,0,25
4:51:18,46,7314,2795,789,0,3500,0,0,25
4:51:23,45,7320,4203,675,0,0,0,0,25
4:51:28,44,7326,8239,800,0,0,0,0,25
4:51:33,39,7337,17943,1090,0,0,0,0,25
4:51:38,37,7337,19868,1249,0,1474,0,0,25
4:51:43,46,7335,10698,567,0,0,0,0,25
4:51:48,48,7338,15507,563,0,2054,0,0,25
4:51:53,47,7342,17678,579,0,0,0,0,25
4:51:58,47,7345,17711,598,0,10,0,0,25
4:52:03,45,7347,17701,553,0,0,0,0,25
4:52:08,47,7348,17880,550,0,0,0,0,25
4:52:13,46,7351,17966,575,0,0,0,0,25
4:52:18,47,7353,17436,544,0,0,0,0,25
4:52:23,46,7353,17654,543,0,1496,0,0,25
4:52:28,47,7355,17799,598,0,0,0,0,26
4:52:33,47,7357,17896,704,0,0,0,0,26
4:52:38,48,7362,18496,706,0,0,0,0,26
4:52:43,46,7359,18250,699,0,0,0,0,26
4:52:49,47,7360,17987,741,0,0,0,0,26
4:52:54,45,7379,18011,702,0,399,0,0,26
4:52:59,47,7378,21134,606,0,6300,0,0,25
4:53:04,45,7374,11832,686,0,0,0,0,25
4:53:09,36,7385,24236,1257,0,0,0,0,28
4:53:14,34,7390,34326,1536,0,1632,0,0,27
