,Server Time,Server FPS,RAM [MB],out [Kbps],in [Kbps],Non-G Messages,Guaranteed Messages,BE-NG,BE-G,Player Count
381,2021-05-09 16:45:36,35,2309,33533,1260,0,13126,0,0,98
382,2021-05-09 16:45:41,37,2304,26510,1140,0,8775,0,0,98
383,2021-05-09 16:45:46,38,2305,26986,1212,0,21583,0,0,98
384,2021-05-09 16:45:51,39,2304,28406,1097,0,0,0,0,98
385,2021-05-09 16:45:56,40,2303,25189,1092,0,6643,0,0,98
386,2021-05-09 16:46:01,39,2306,26985,1081,0,1120,0,0,98
387,2021-05-09 16:46:06,36,2307,30742,1172,0,14406,0,0,98
388,2021-05-09 16:46:11,27,2320,40064,1406,5096,74862,0,0,98
389,2021-05-09 16:46:16,30,2328,39945,1359,0,86973,0,0,98
390,2021-05-09 16:46:22,34,2322,33636,1212,0,6689,0,0,98
391,2021-05-09 16:46:27,36,2320,33673,1248,0,38318,0,0,98
392,2021-05-09 16:46:32,35,2323,36165,1237,0,60421,0,0,98
393,2021-05-09 16:46:37,37,2321,32223,1198,0,2338,0,0,98
394,2021-05-09 16:46:42,31,2328,42100,1199,0,26544,0,0,98
395,2021-05-09 16:46:47,37,2321,29207,1128,7154,110,0,0,98
396,2021-05-09 16:46:52,39,2324,28013,1210,0,0,0,0,98
397,2021-05-09 16:46:57,38,2325,28805,1232,0,2360,0,0,98
398,2021-05-09 16:47:02,37,2327,28874,1286,0,7850,0,0,98
399,2021-05-09 16:47:07,36,2330,31462,1261,0,111227,0,0,98
400,2021-05-09 16:47:12,34,2329,35475,1277,0,6576,0,0,98
401,2021-05-09 16:47:17,39,2327,26647,1254,8232,17967,0,0,98
402,2021-05-09 16:47:22,36,2328,28561,1267,0,9,0,0,98
403,2021-05-09 16:47:27,40,2327,24800,1224,8232,8918,0,0,98
404,2021-05-09 16:47:32,40,2343,25396,1182,0,0,0,0,98
405,2021-05-09 16:47:37,33,2355,42860,1526,0,19311,0,0,98
406,2021-05-09 16:47:42,34,2351,36761,1429,0,31210,0,0,98
407,2021-05-09 16:47:47,34,2356,41682,1432,0,8028,0,0,98
408,2021-05-09 16:47:52,34,2351,34854,1479,0,14673,0,0,98
409,2021-05-09 16:47:57,36,2346,35125,1605,0,13818,0,0,98
410,2021-05-09 16:48:02,36,2361,35473,1597,0,20090,0,0,98
411,2021-05-09 16:48:07,32,2358,41201,1657,0,5530,0,0,98
412,2021-05-09 16:48:12,34,2359,40797,1669,0,5684,0,0,98
413,2021-05-09 16:48:17,33,2353,40638,1577,0,52884,0,0,98
414,2021-05-09 16:48:23,31,2350,43359,1544,0,39396,0,0,98
415,2021-05-09 16:48:28,31,2342,42177,1575,0,30979,0,0,98
416,2021-05-09 16:48:33,33,2345,37005,1547,0,13177,0,0,98
417,2021-05-09 16:48:38,35,2341,34767,1484,0,15143,0,0,98
418,2021-05-09 16:48:43,36,2341,33677,1490,0,14562,0,0,98
419,2021-05-09 16:48:48,32,2349,41180,1495,0,1584,0,0,98
420,2021-05-09 16:48:53,36,2343,34772,1483,0,0,0,0,98
421,2021-05-09 16:48:58,35,2347,33736,1463,0,10,0,0,98
422,2021-05-09 16:49:03,36,2344,32659,1436,0,19367,0,0,98
423,2021-05-09 16:49:08,34,2345,33768,1446,0,0,0,0,98
424,2021-05-09 16:49:13,33,2349,35614,1470,0,13987,0,0,98
425,2021-05-09 16:49:18,34,2349,34717,1512,0,18315,0,0,98
426,2021-05-09 16:49:23,36,2348,30999,1488,0,19800,0,0,98
427,2021-05-09 16:49:28,32,2336,34600,1431,0,17751,0,0,98
428,2021-05-09 16:49:33,39,2338,31455,1356,0,6566,0,0,98
429,2021-05-09 16:49:38,36,2339,31916,1415,0,13266,0,0,98
430,2021-05-09 16:49:43,35,2339,36559,1445,0,64763,0,0,98
431,2021-05-09 16:49:48,34,2340,35951,1462,0,16830,0,0,98
432,2021-05-09 16:49:53,30,2342,39228,1551,0,52470,0,0,98
433,2021-05-09 16:49:58,27,2337,42168,1490,0,70062,0,0,98
434,2021-05-09 16:50:03,31,2348,40585,1447,0,71619,0,0,98
435,2021-05-09 16:50:08,36,2326,33275,1352,0,19132,0,0,98
436,2021-05-09 16:50:13,41,2323,34222,1318,0,25142,0,0,98
437,2021-05-09 16:50:18,39,2327,39100,1437,0,137923,0,0,98
438,2021-05-09 16:50:23,32,2327,44925,1487,0,2917,0,0,98
439,2021-05-09 16:50:28,36,2326,43902,1508,0,3663,0,0,98
440,2021-05-09 16:50:33,41,2320,32589,1374,0,15246,0,0,98
441,2021-05-09 16:50:39,39,2334,39098,1413,0,78596,0,0,98
442,2021-05-09 16:50:44,32,2343,41408,1452,0,34773,0,0,98
443,2021-05-09 16:50:49,39,2322,30235,1347,0,10791,0,0,98
444,2021-05-09 16:50:54,41,2322,30591,1359,0,7025,0,0,98
445,2021-05-09 16:50:59,42,2318,30626,1393,2574,17820,0,0,98
446,2021-05-09 16:51:04,42,2318,29121,1286,0,0,0,0,98
447,2021-05-09 16:51:09,41,2318,30932,1370,0,6633,0,0,98
448,2021-05-09 16:51:14,42,2317,29274,1311,0,13167,0,0,98
449,2021-05-09 16:51:19,42,2319,29406,1301,0,6534,0,0,98
450,2021-05-09 16:51:24,39,2322,35232,1374,0,13187,0,0,98
451,2021-05-09 16:51:29,41,2323,32680,1322,0,6534,0,0,98
452,2021-05-09 16:51:34,40,2323,33005,1372,0,0,0,0,98
453,2021-05-09 16:51:39,42,2321,29659,1316,0,58905,0,0,98
454,2021-05-09 16:51:44,42,2323,29709,1249,0,0,0,0,98
455,2021-05-09 16:51:49,42,2322,30364,1312,0,13346,0,0,98
456,2021-05-09 16:51:54,43,2322,29380,1283,0,13176,0,0,98
457,2021-05-09 16:51:59,43,2322,28892,1261,0,6633,0,0,98
458,2021-05-09 16:52:04,43,2323,29985,1249,0,0,0,0,98
459,2021-05-09 16:52:09,42,2321,28936,1249,0,24766,0,0,98
460,2021-05-09 16:52:14,38,2330,32280,1277,0,19206,0,0,98
461,2021-05-09 16:52:19,39,2331,29909,1289,0,16881,0,0,98
462,2021-05-09 16:52:24,39,2329,29694,1267,0,9,0,0,98
463,2021-05-09 16:52:29,39,2330,29618,1284,0,0,0,0,98
464,2021-05-09 16:52:34,40,2333,29444,1272,0,6691,0,0,98
465,2021-05-09 16:52:39,41,2335,27862,1244,0,0,0,0,98
466,2021-05-09 16:52:45,41,2336,27946,1262,0,0,0,0,98
467,2021-05-09 16:52:50,36,2339,33591,1354,0,3300,0,0,98
468,2021-05-09 16:52:55,39,2339,29658,1218,0,1188,0,0,98
469,2021-05-09 16:53:00,38,2343,29798,1205,0,10,0,0,98
470,2021-05-09 16:53:05,35,2354,39333,1313,0,26725,0,0,98
471,2021-05-09 16:53:10,32,2349,36998,1315,0,6633,0,0,98
472,2021-05-09 16:53:15,29,2352,32199,1289,0,74863,0,0,98
473,2021-05-09 16:53:20,31,2352,34044,1308,0,5940,0,0,98
474,2021-05-09 16:53:25,31,2353,33031,1352,0,0,0,0,98
475,2021-05-09 16:53:30,29,2353,34094,1446,0,8232,0,0,98
476,2021-05-09 16:53:35,37,2352,31276,1306,8232,6566,0,0,98
477,2021-05-09 16:53:40,37,2354,33158,1323,0,19404,0,0,98
478,2021-05-09 16:53:45,37,2358,33826,1454,0,238660,0,0,98
479,2021-05-09 16:53:50,37,2355,31068,1401,0,0,0,0,98
480,2021-05-09 16:53:55,40,2332,32181,1476,0,12446,0,0,98
481,2021-05-09 16:54:00,42,2332,31633,1452,0,3833,0,0,98
482,2021-05-09 16:54:05,42,2332,30274,1418,0,1672,0,0,98
483,2021-05-09 16:54:10,42,2331,30185,1348,0,0,0,0,98
484,2021-05-09 16:54:15,44,2330,28411,1353,0,30282,0,0,98
485,2021-05-09 16:54:20,44,2331,28613,1302,0,8675,0,0,98
486,2021-05-09 16:54:25,43,2332,29778,1312,0,1584,0,0,98
487,2021-05-09 16:54:30,42,2333,31888,1380,0,86053,0,0,98
488,2021-05-09 16:54:36,39,2339,37451,1355,0,0,0,0,98
489,2021-05-09 16:54:41,40,2332,31308,1408,0,0,0,0,98
490,2021-05-09 16:54:46,41,2348,31765,1366,0,10780,0,0,98
491,2021-05-09 16:54:51,42,2345,31196,1366,0,5148,0,0,98
492,2021-05-09 16:54:56,43,2345,31735,1270,0,6836,0,0,98
493,2021-05-09 16:55:01,43,2344,30546,1263,0,889,0,0,98
494,2021-05-09 16:55:06,38,2346,35916,1292,0,6566,0,0,98
495,2021-05-09 16:55:11,38,2341,36095,1291,0,6522,0,0,98
496,2021-05-09 16:55:16,35,2333,34755,1310,0,41706,0,0,98
497,2021-05-09 16:55:21,21,2368,47110,1434,0,10157,0,0,98
498,2021-05-09 16:55:26,37,2363,34180,1427,0,32,0,0,98
499,2021-05-09 16:55:31,37,2360,32982,1378,0,0,0,0,98
500,2021-05-09 16:55:36,37,2364,33399,1395,0,13574,0,0,98
501,2021-05-09 16:55:41,36,2358,33049,1373,0,51746,0,0,97
502,2021-05-09 16:55:46,35,2362,33687,1567,0,6273,0,0,98
503,2021-05-09 16:55:51,12,2422,62227,2094,0,1112752,0,0,98
504,2021-05-09 16:55:56,18,2445,47727,2311,0,0,0,0,98
505,2021-05-09 16:56:01,25,2458,36672,2012,0,13167,0,0,98
506,2021-05-09 16:56:07,22,2471,49086,2014,0,115589,0,0,98
507,2021-05-09 16:56:12,15,2468,61305,2173,0,40887,0,0,98
508,2021-05-09 16:56:17,25,2464,41307,1656,0,29473,0,0,98
509,2021-05-09 16:56:22,24,2467,41043,1646,6762,23873,0,0,98
510,2021-05-09 16:56:27,19,2463,49347,2067,0,54799,0,0,98
511,2021-05-09 16:56:32,22,2463,48221,2016,0,0,0,0,98
512,2021-05-09 16:56:37,22,2463,48585,1937,0,33044,0,0,98
513,2021-05-09 16:56:42,21,2461,48578,1922,0,0,0,0,98
514,2021-05-09 16:56:47,22,2464,44305,1996,0,5059,0,0,98
515,2021-05-09 16:56:52,20,2471,47056,2069,0,14560,0,0,98
516,2021-05-09 16:56:57,23,2467,41458,2017,6732,0,0,0,98
517,2021-05-09 16:57:02,21,2471,46602,2052,13464,44963,0,0,98
518,2021-05-09 16:57:07,21,2468,45113,2023,0,28621,0,0,98
519,2021-05-09 16:57:12,18,2475,47852,2121,0,874,0,0,98
520,2021-05-09 16:57:17,21,2473,42524,1953,0,90899,0,0,98
521,2021-05-09 16:57:22,22,2472,41661,1911,0,23770,0,0,98
522,2021-05-09 16:57:27,24,2470,41787,1826,0,29205,0,0,98
523,2021-05-09 16:57:32,23,2469,43178,1854,0,19610,0,0,98
524,2021-05-09 16:57:37,22,2472,45496,1817,0,24957,0,0,98
525,2021-05-09 16:57:43,23,2472,44478,1867,5148,19172,0,0,98
526,2021-05-09 16:57:48,21,2473,45666,1861,0,38412,0,0,98
527,2021-05-09 16:57:53,22,2475,45827,1858,0,14431,0,0,98
528,2021-05-09 16:57:58,21,2475,48368,1858,0,10207,0,0,98
529,2021-05-09 16:58:03,22,2473,47079,1808,0,39509,0,0,98
530,2021-05-09 16:58:08,21,2473,48178,1795,0,23473,0,0,98
531,2021-05-09 16:58:13,20,2474,48484,1778,0,15741,0,0,98
532,2021-05-09 16:58:18,21,2476,48159,1818,0,19118,0,0,98
533,2021-05-09 16:58:23,21,2477,51196,1832,0,6553,0,0,98
534,2021-05-09 16:58:28,19,2481,53181,1879,0,20,0,0,98
535,2021-05-09 16:58:33,19,2482,54263,1907,0,41621,0,0,98
536,2021-05-09 16:58:38,18,2485,54959,1933,0,60884,0,0,98
537,2021-05-09 16:58:43,17,2487,54834,1904,0,14233,0,0,98
538,2021-05-09 16:58:48,16,2491,56784,1959,0,37521,0,0,98
539,2021-05-09 16:58:53,16,2494,57520,1886,0,32769,0,0,98
540,2021-05-09 16:58:58,16,2494,57502,1854,0,236067,0,0,98
541,2021-05-09 16:59:03,13,2506,62084,1880,0,228601,0,0,98
542,2021-05-09 16:59:08,15,2500,58720,1819,0,69206,0,0,98
543,2021-05-09 16:59:13,19,2489,53425,1844,0,22529,0,0,98
544,2021-05-09 16:59:19,18,2488,56035,1820,0,120978,0,0,98
545,2021-05-09 16:59:24,19,2491,53879,1808,0,20749,0,0,98
546,2021-05-09 16:59:29,19,2488,52144,1800,0,31779,0,0,98
547,2021-05-09 16:59:34,19,2489,53343,1837,0,14677,0,0,98
548,2021-05-09 16:59:39,19,2491,55835,1842,0,66690,0,0,98
549,2021-05-09 16:59:44,15,2495,65043,1900,0,57981,0,0,98
550,2021-05-09 16:59:49,6,2507,81688,2100,0,74635,0,0,98
551,2021-05-09 16:59:54,8,2513,81205,2087,16296,181903,0,0,98
552,2021-05-09 16:59:59,15,2489,63278,1806,0,26334,0,0,98
553,2021-05-09 17:00:04,19,2489,54216,1815,0,6633,0,0,98
554,2021-05-09 17:00:09,19,2486,54575,1867,0,40509,0,0,98
555,2021-05-09 17:00:14,19,2483,53873,1855,0,12936,0,0,98
556,2021-05-09 17:00:19,20,2489,54382,1833,0,50145,0,0,98
557,2021-05-09 17:00:24,16,2495,58400,1905,0,64388,0,0,98
558,2021-05-09 17:00:29,13,2498,66553,2061,0,39511,0,0,98
559,2021-05-09 17:00:34,13,2500,67490,2064,0,24552,0,0,98
560,2021-05-09 17:00:39,13,2493,66424,2069,0,6534,0,0,98
561,2021-05-09 17:00:45,17,2489,57373,1961,0,23424,0,0,98
562,2021-05-09 17:00:50,19,2486,55519,1926,0,38344,0,0,98
563,2021-05-09 17:00:55,14,2506,64834,1984,0,50507,0,0,98
564,2021-05-09 17:01:00,14,2501,62635,1974,0,68419,0,0,98
565,2021-05-09 17:01:05,17,2491,57065,1876,0,29403,0,0,98
566,2021-05-09 17:01:10,17,2488,57691,1889,0,19012,0,0,98
567,2021-05-09 17:01:15,15,2488,60778,2021,6664,45384,0,0,98
568,2021-05-09 17:01:20,16,2496,61041,1925,0,197822,0,0,98
569,2021-05-09 17:01:25,12,2504,65222,2087,0,130908,0,0,98
570,2021-05-09 17:01:30,8,2508,69248,2158,0,209823,0,0,98
571,2021-05-09 17:01:35,8,2507,72343,2077,0,114949,0,0,98
572,2021-05-09 17:01:40,15,2495,60781,2039,0,31130,0,0,98
573,2021-05-09 17:01:45,15,2496,58655,2026,0,57856,0,0,98
574,2021-05-09 17:01:50,17,2492,55645,1909,0,117461,0,0,98
575,2021-05-09 17:01:55,17,2490,55800,1980,0,23432,0,0,98
576,2021-05-09 17:02:00,14,2499,59843,2087,0,13167,0,0,98
577,2021-05-09 17:02:06,16,2503,56451,1942,0,104920,0,0,98
578,2021-05-09 17:02:11,14,2500,60705,1968,0,60429,0,0,98
579,2021-05-09 17:02:16,15,2504,62884,2030,0,2230767,0,0,98
580,2021-05-09 17:02:21,11,2515,71291,1986,0,37491,0,0,98
581,2021-05-09 17:02:26,13,2505,65454,2106,0,33414,0,0,98
582,2021-05-09 17:02:31,17,2506,57714,1842,0,104691,0,0,98
583,2021-05-09 17:02:36,16,2504,58384,1904,0,8132,0,0,98
584,2021-05-09 17:02:41,16,2508,57832,1866,0,22330,0,0,98
585,2021-05-09 17:02:46,11,2518,63090,2058,0,122169,0,0,98
586,2021-05-09 17:02:51,13,2506,60438,2102,0,11368,0,0,98
587,2021-05-09 17:02:56,17,2498,55187,1991,0,28979,0,0,98
588,2021-05-09 17:03:01,15,2499,58720,2086,0,27877,0,0,98
589,2021-05-09 17:03:06,17,2504,57258,2031,0,23078,0,0,98
590,2021-05-09 17:03:11,14,2505,61009,2173,0,80198,0,0,98
591,2021-05-09 17:03:17,16,2503,57859,2130,0,63820,0,0,98
592,2021-05-09 17:03:22,15,2503,59469,2150,0,44747,0,0,98
593,2021-05-09 17:03:27,17,2503,56050,2082,0,68570,0,0,98
594,2021-05-09 17:03:32,12,2521,63786,2168,7566,39300,0,0,98
595,2021-05-09 17:03:37,7,2535,72108,2187,0,13317,0,0,98
596,2021-05-09 17:03:42,11,2524,65484,2094,0,61468,0,0,98
597,2021-05-09 17:03:47,8,2513,62077,2132,0,32536,0,0,98
598,2021-05-09 17:03:52,12,2516,68396,2195,0,6477,0,0,98
599,2021-05-09 17:03:57,14,2515,63713,2141,0,35346,0,0,98
600,2021-05-09 17:04:02,12,2512,66837,2177,0,23059,0,0,98
601,2021-05-09 17:04:07,11,2529,66390,2186,5184,91619,0,0,98
602,2021-05-09 17:04:12,9,2529,66281,2159,0,96484,0,0,98
603,2021-05-09 17:04:18,9,2527,72944,2111,0,140439,0,0,98
604,2021-05-09 17:04:23,11,2520,66633,2046,0,24066,0,0,98
605,2021-05-09 17:04:28,14,2519,61556,2041,0,82031,0,0,98
606,2021-05-09 17:04:33,14,2516,61172,2059,0,0,0,0,98
607,2021-05-09 17:04:38,14,2516,63573,2003,0,69892,0,0,98
608,2021-05-09 17:04:43,14,2514,62042,1976,0,58749,0,0,98
609,2021-05-09 17:04:48,12,2515,62872,1964,0,210604,0,0,98
610,2021-05-09 17:04:53,9,2519,66530,2068,12936,286503,0,0,98
611,2021-05-09 17:04:58,4,2536,82035,2294,0,254168,0,0,98
612,2021-05-09 17:05:03,4,2553,71897,2177,0,634142,0,0,98
613,2021-05-09 17:05:08,5,2531,66314,2049,0,266832,0,0,98
614,2021-05-09 17:05:13,8,2523,67502,2060,0,316561,0,0,98
615,2021-05-09 17:05:18,10,2514,68373,1979,0,131783,0,0,98
616,2021-05-09 17:05:23,15,2514,59640,1926,0,40806,0,0,98
617,2021-05-09 17:05:29,15,2516,59657,1915,0,100777,0,0,98
618,2021-05-09 17:05:34,15,2513,59400,1982,0,85338,0,0,98
619,2021-05-09 17:05:39,17,2510,57648,1864,0,26631,0,0,98
620,2021-05-09 17:05:44,15,2515,66259,1933,0,36227,0,0,98
621,2021-05-09 17:05:49,13,2517,65934,1995,0,59555,0,0,98
622,2021-05-09 17:05:54,9,2520,72604,2112,0,132272,0,0,98
623,2021-05-09 17:05:59,16,2511,60168,1911,0,22315,0,0,98
624,2021-05-09 17:06:04,13,2512,63115,1953,0,16664,0,0,98
625,2021-05-09 17:06:09,14,2510,63408,1915,0,37266,0,0,98
626,2021-05-09 17:06:14,12,2520,66998,1943,0,109672,0,0,98
627,2021-05-09 17:06:19,13,2515,62544,1940,0,112100,0,0,98
628,2021-05-09 17:06:24,13,2513,63244,1986,6732,72325,0,0,98
629,2021-05-09 17:06:29,15,2513,60508,1946,0,27976,0,0,98
630,2021-05-09 17:06:34,14,2510,61759,1979,0,95448,0,0,98
631,2021-05-09 17:06:39,18,2505,56273,1858,0,21957,0,0,98
632,2021-05-09 17:06:44,16,2507,57498,1892,0,42150,0,0,98
633,2021-05-09 17:06:49,15,2510,60058,1909,0,22761,0,0,98
634,2021-05-09 17:06:55,17,2504,57697,1803,0,18919,0,0,98
635,2021-05-09 17:07:00,19,2507,58098,1728,0,24619,0,0,98
636,2021-05-09 17:07:05,18,2505,57544,1749,0,36630,0,0,98
637,2021-05-09 17:07:10,20,2503,55269,1764,0,26825,0,0,98
638,2021-05-09 17:07:15,17,2503,57102,1723,0,13867,0,0,98
639,2021-05-09 17:07:20,15,2506,56355,1767,0,39555,0,0,98
640,2021-05-09 17:07:25,14,2506,57654,1738,0,43629,0,0,98
641,2021-05-09 17:07:30,14,2513,56339,1752,0,42122,0,0,98
642,2021-05-09 17:07:35,9,2511,61931,1867,0,125808,0,0,98
643,2021-05-09 17:07:40,13,2525,70347,1952,0,51456,0,0,98
644,2021-05-09 17:07:45,11,2528,71562,1932,0,2283588,0,0,98
645,2021-05-09 17:07:50,13,2509,60096,1752,0,103606,0,0,98
646,2021-05-09 17:07:55,17,2505,56619,1734,0,116931,0,0,97
647,2021-05-09 17:08:00,17,2503,58631,1800,0,10964,0,0,98
648,2021-05-09 17:08:05,17,2508,57674,1812,0,84621,0,0,98
649,2021-05-09 17:08:10,20,2505,53227,1836,0,42667,0,0,98
650,2021-05-09 17:08:16,19,2504,53753,1843,0,8061,0,0,98
651,2021-05-09 17:08:21,19,2508,54354,1875,0,6468,0,0,98
652,2021-05-09 17:08:26,19,2512,56523,1898,0,107702,0,0,98
653,2021-05-09 17:08:31,15,2524,60859,1943,0,66050,0,0,98
654,2021-05-09 17:08:36,15,2513,58458,1932,0,46157,0,0,98
655,2021-05-09 17:08:41,16,2524,55623,1859,0,20159,0,0,98
656,2021-05-09 17:08:46,17,2521,55496,1835,0,6435,0,0,98
657,2021-05-09 17:08:51,20,2521,55519,1738,0,869,0,0,98
658,2021-05-09 17:08:56,20,2521,55225,1687,0,945,0,0,98
659,2021-05-09 17:09:01,20,2519,54415,1677,0,24057,0,0,98
660,2021-05-09 17:09:06,15,2525,62115,1736,0,203850,0,0,98
661,2021-05-09 17:09:11,13,2524,66674,1710,0,19300,0,0,98
662,2021-05-09 17:09:16,14,2518,63804,1741,5096,170787,0,0,98
663,2021-05-09 17:09:21,13,2517,64851,1783,0,256155,0,0,98
664,2021-05-09 17:09:26,14,2515,63564,1734,0,70397,0,0,98
665,2021-05-09 17:09:31,16,2508,60573,1704,0,11791,0,0,98
666,2021-05-09 17:09:36,12,2515,61218,1759,0,111796,0,0,98
667,2021-05-09 17:09:41,15,2517,61321,1712,0,13429,0,0,98
668,2021-05-09 17:09:46,12,2518,68209,1797,0,139641,0,0,98
669,2021-05-09 17:09:52,16,2508,57617,1735,0,180607,0,0,98
670,2021-05-09 17:09:57,15,2511,58664,1697,0,62667,0,0,98
671,2021-05-09 17:10:02,13,2511,58080,1715,0,74598,0,0,98
672,2021-05-09 17:10:07,15,2509,59790,1718,0,29633,0,0,98
673,2021-05-09 17:10:12,17,2513,59376,1701,5643,45857,0,0,98
674,2021-05-09 17:10:17,17,2505,57759,1669,0,32084,0,0,98
675,2021-05-09 17:10:22,15,2508,60877,1741,0,16296,0,0,98
676,2021-05-09 17:10:27,18,2506,57428,1663,0,97911,0,0,98
677,2021-05-09 17:10:32,16,2509,57556,1691,0,44645,0,0,98
678,2021-05-09 17:10:37,16,2511,58145,1697,0,24227,0,0,98
679,2021-05-09 17:10:42,17,2507,56590,1646,0,41283,0,0,98
680,2021-05-09 17:10:47,23,2501,52000,1558,0,19117,0,0,98
681,2021-05-09 17:10:52,19,2505,54809,1629,0,16641,0,0,98
682,2021-05-09 17:10:57,18,2505,57362,1636,0,55557,0,0,98
683,2021-05-09 17:11:02,19,2504,55559,1651,0,6554,0,0,98
684,2021-05-09 17:11:08,17,2504,57831,1684,0,59659,0,0,98
685,2021-05-09 17:11:13,15,2502,57696,1755,0,71383,0,0,98
686,2021-05-09 17:11:18,15,2506,56548,1685,0,6544,0,0,98
687,2021-05-09 17:11:23,10,2514,62977,1758,0,121491,0,0,98
688,2021-05-09 17:11:28,8,2514,65148,1790,0,72961,0,0,98
689,2021-05-09 17:11:33,6,2520,71101,1840,0,136450,0,0,98
690,2021-05-09 17:11:38,11,2508,64390,1730,0,37911,0,0,98
691,2021-05-09 17:11:43,15,2507,62032,1791,0,34742,0,0,98
692,2021-05-09 17:11:48,18,2504,58492,1655,0,97157,0,0,98
693,2021-05-09 17:11:53,17,2501,56863,1704,0,19757,0,0,98
694,2021-05-09 17:11:58,15,2500,59348,1877,0,30782,0,0,98
695,2021-05-09 17:12:03,21,2499,54953,1742,0,29273,0,0,98
696,2021-05-09 17:12:08,21,2500,56121,1771,0,29346,0,0,98
697,2021-05-09 17:12:13,17,2495,59891,1827,0,34241,0,0,98
698,2021-05-09 17:12:19,20,2499,56795,1741,0,41714,0,0,98
699,2021-05-09 17:12:24,20,2498,55635,1768,0,37257,0,0,98
700,2021-05-09 17:12:29,21,2498,54411,1676,0,32783,0,0,97
701,2021-05-09 17:12:34,18,2500,55937,1852,0,64863,0,0,98
702,2021-05-09 17:12:39,15,2502,59435,1901,0,54070,0,0,98
703,2021-05-09 17:12:44,11,2515,60593,1925,0,94799,0,0,98
704,2021-05-09 17:12:49,10,2531,60477,1841,0,157915,0,0,98
705,2021-05-09 17:12:54,9,2530,60343,1874,0,71191,0,0,98
706,2021-05-09 17:12:59,15,2526,63889,1799,0,38933,0,0,98
707,2021-05-09 17:13:04,17,2521,63133,1645,0,39313,0,0,98
708,2021-05-09 17:13:09,16,2519,65435,1647,0,26235,0,0,98
709,2021-05-09 17:13:14,16,2513,65451,1684,0,33739,0,0,98
710,2021-05-09 17:13:19,18,2496,54777,1380,0,22010,0,0,98
711,2021-05-09 17:13:24,23,2493,47420,1162,0,37398,0,0,97
712,2021-05-09 17:13:29,25,2484,35943,1158,0,28188,0,0,98
713,2021-05-09 17:13:34,26,2489,37828,1415,0,34782,0,0,98
714,2021-05-09 17:13:39,30,2482,31671,1221,0,6499,0,0,98
715,2021-05-09 17:13:45,30,2482,32095,1218,0,12288,0,0,98
716,2021-05-09 17:13:50,32,2481,27398,1152,0,12921,0,0,98
717,2021-05-09 17:13:55,31,2483,30431,1252,11058,12813,0,0,98
718,2021-05-09 17:14:00,30,2483,31613,1225,0,4653,0,0,98
719,2021-05-09 17:14:05,29,2499,32927,1352,0,26187,0,0,98
720,2021-05-09 17:14:10,28,2499,34133,1279,0,41650,0,0,98
721,2021-05-09 17:14:15,25,2502,37971,1367,0,36966,0,0,98
722,2021-05-09 17:14:20,27,2497,36198,1280,0,28083,0,0,98
723,2021-05-09 17:14:25,25,2496,39376,1286,6499,39622,0,0,98
724,2021-05-09 17:14:30,23,2495,43665,1271,0,24650,0,0,98
725,2021-05-09 17:14:35,27,2488,38279,1211,0,16981,0,0,98
726,2021-05-09 17:14:40,27,2487,35751,1189,0,0,0,0,98
727,2021-05-09 17:14:45,27,2486,33742,1229,0,44517,0,0,98
728,2021-05-09 17:14:50,27,2488,35504,1348,0,23165,0,0,98
729,2021-05-09 17:14:55,26,2500,31379,1208,0,9310,0,0,97
730,2021-05-09 17:15:00,27,2501,33487,1333,0,39054,0,0,98
731,2021-05-09 17:15:05,29,2500,32431,1256,0,17103,0,0,98
732,2021-05-09 17:15:10,27,2500,37180,1267,0,46172,0,0,98
733,2021-05-09 17:15:15,26,2498,37978,1238,0,43881,0,0,98
734,2021-05-09 17:15:20,28,2494,35125,1248,0,17472,0,0,98
735,2021-05-09 17:15:25,23,2502,42943,1324,5723,28812,0,0,98
736,2021-05-09 17:15:30,19,2510,45148,1334,0,186602,0,0,98
737,2021-05-09 17:15:35,19,2500,44851,1300,0,7934,0,0,98
738,2021-05-09 17:15:41,23,2491,33254,1190,6984,49684,0,0,98
739,2021-05-09 17:15:46,22,2490,37375,1222,0,6566,0,0,98
740,2021-05-09 17:15:51,18,2519,49122,1352,6111,56975,0,0,98
741,2021-05-09 17:15:56,20,2513,46356,1408,5529,111333,0,0,98
742,2021-05-09 17:16:01,25,2512,38746,1286,0,68518,0,0,98
743,2021-05-09 17:16:06,25,2515,38559,1487,5782,15915,0,0,98
744,2021-05-09 17:16:11,24,2516,42758,1597,0,34143,0,0,98
745,2021-05-09 17:16:16,25,2515,39183,1525,0,37361,0,0,98
746,2021-05-09 17:16:21,25,2512,38636,1568,0,7444,0,0,98
747,2021-05-09 17:16:26,24,2514,38949,1387,0,13999,0,0,98
748,2021-05-09 17:16:31,26,2518,38348,1364,0,12936,0,0,98
749,2021-05-09 17:16:36,20,2529,48932,1460,0,20133,0,0,98
750,2021-05-09 17:16:41,19,2538,54650,1575,5782,234403,0,0,98
751,2021-05-09 17:16:46,17,2537,57248,1531,0,22736,0,0,98
752,2021-05-09 17:16:51,26,2520,37253,1305,0,6566,0,0,98
753,2021-05-09 17:16:56,27,2519,34842,1255,0,123863,0,0,98
754,2021-05-09 17:17:01,26,2520,37236,1304,6272,13034,0,0,98
755,2021-05-09 17:17:06,25,2521,37383,1364,0,54317,0,0,98
756,2021-05-09 17:17:12,24,2521,38868,1386,0,101234,0,0,98
